date,amount,customer_id,transaction_type,transactio_id,loan_id
21.11.21,83533.4,714,Repayment,R312,690
07.12.21,82151.8,896,Repayment,R313,693
16.12.26,176727,215,Repayment,R314,698
11.11.21,26304.5,54,Repayment,R315,699
03.02.22,102582.67,7,Repayment,R316,700
03.11.21,97069.67,576,Repayment,R317,707
07.02.22,225993.5,236,Repayment,R318,708
18.09.22,81472.33,270,Repayment,R319,715
06.02.22,23755.5,928,Repayment,R320,716
15.10.21,152473,663,Repayment,R321,723
05.01.22,28980.6,286,Repayment,R322,724
12.12.21,15360.67,590,Repayment,R323,731
20.09.21,86877.75,246,Repayment,R324,732
30.01.22,122425,327,Repayment,R325,739
30.09.21,95894.4,350,Repayment,R326,740
28.03.22,106584.33,139,Repayment,R327,750
22.07.23,55310.25,19,Repayment,R328,756
24.12.21,41351.75,559,Repayment,R329,762
02.09.22,66795.2,296,Repayment,R330,768
21.11.19,109067,8,Repayment,R331,151
04.05.20,23803.8,634,Repayment,R332,152
31.10.21,51245.4,225,Repayment,R333,525
11.10.22,41355.6,281,Repayment,R334,526
08.01.22,353595,264,Repayment,R335,539
14.10.21,56831.8,768,Repayment,R336,540
27.01.22,474176,935,Repayment,R337,553
17.03.22,391469,209,Repayment,R338,560
01.09.21,113951.33,722,Repayment,R339,569
14.01.22,397369,668,Repayment,R340,579
29.10.21,55651.2,467,Repayment,R341,589
18.03.22,254392,771,Repayment,R342,601
24.07.20,301907,985,Repayment,R343,153
11.02.20,110699.33,695,Repayment,R344,154
11.09.27,261842,688,Repayment,R345,155
03.04.20,47702.25,211,Repayment,R346,156
21.01.20,152966.67,138,Repayment,R347,157
19.03.20,5132.6,502,Repayment,R348,158
02.11.19,86028.75,12,Repayment,R349,159
25.12.19,65891.8,74,Repayment,R350,160
02.11.20,69557,655,Repayment,R351,161
06.04.20,29227.5,825,Repayment,R352,162
29.03.20,138486,276,Repayment,R353,163
08.03.20,149708.33,611,Repayment,R354,164
20.12.19,27971.67,72,Repayment,R355,165
07.05.20,148109,66,Repayment,R356,166
19.01.20,68665.25,372,Repayment,R357,167
11.04.22,54978,307,Repayment,R358,809
18.11.21,97599,920,Repayment,R359,817
11.06.23,9245,640,Repayment,R360,818
18.04.22,248374,253,Repayment,R361,824
31.01.22,36726.5,527,Repayment,R362,829
27.09.22,175811,58,Repayment,R363,834
27.08.24,109832.5,981,Repayment,R364,861
02.04.22,9666.67,934,Repayment,R365,872
13.02.22,69206.75,890,Repayment,R366,882
17.04.22,59440.33,557,Repayment,R367,904
10.09.22,167772,235,Repayment,R368,905
26.01.22,52329,540,Repayment,R369,906
11.03.22,84271,332,Repayment,R370,932
01.04.22,40137.25,638,Repayment,R371,933
01.12.21,70060,925,Repayment,R372,956
26.12.21,112719.5,799,Repayment,R373,957
17.05.22,95797.33,299,Repayment,R374,980
06.01.22,147389,376,Repayment,R375,981
23.12.21,90845,618,Repayment,R376,843
16.02.22,88944,870,Repayment,R377,844
04.02.22,10886.75,562,Repayment,R378,845
25.12.20,75208.8,821,Repayment,R379,168
02.02.21,81413,481,Repayment,R380,169
22.04.20,8135,388,Repayment,R381,170
14.06.20,82372.33,177,Repayment,R382,171
18.04.20,239888.5,620,Repayment,R383,172
28.06.20,35650,499,Repayment,R384,173
09.04.20,13947,295,Repayment,R385,174
14.12.20,451664,699,Repayment,R386,175
11.06.21,78288.33,716,Repayment,R387,176
22.02.20,67124,56,Repayment,R388,177
27.12.21,21259,847,Repayment,R389,178
14.04.20,25913.67,113,Repayment,R390,179
04.05.20,29775,76,Repayment,R391,180
26.05.20,36793.25,306,Repayment,R392,181
13.02.20,116165.67,867,Repayment,R393,182
25.04.20,79161.4,61,Repayment,R394,183
12.05.20,26914,916,Repayment,R395,184
15.09.20,85700,132,Repayment,R396,185
30.11.21,73897.67,933,Repayment,R397,186
06.04.20,433523,913,Repayment,R398,187
13.08.20,336684,805,Repayment,R399,188
25.04.20,28498,289,Repayment,R400,189
02.08.21,138435.67,303,Repayment,R401,527
30.09.21,20367.75,531,Repayment,R402,528
05.10.21,206045,606,Repayment,R403,541
23.09.21,123254.5,885,Repayment,R404,542
08.11.21,61046.4,707,Repayment,R405,554
15.02.22,104616,298,Repayment,R406,561
20.05.22,96391,150,Repayment,R407,570
16.11.21,133131,616,Repayment,R408,580
24.12.21,73840.33,260,Repayment,R409,590
09.09.21,70657.33,698,Repayment,R410,602
08.10.20,185913.5,411,Repayment,R411,190
06.04.20,40004.33,955,Repayment,R412,191
16.03.20,65181.6,451,Repayment,R413,192
14.05.20,71242.6,950,Repayment,R414,193
29.06.20,22740.8,168,Repayment,R415,194
28.11.22,58366,868,Repayment,R416,195
15.05.20,93555.4,523,Repayment,R417,196
24.11.20,118077,780,Repayment,R418,197
29.04.20,85627.4,407,Repayment,R419,198
23.02.20,101128.67,255,Repayment,R420,199
10.06.21,17273.5,328,Repayment,R421,200
28.03.20,95071.75,441,Repayment,R422,201
28.01.21,121159.33,273,Repayment,R423,202
04.02.21,463845,316,Repayment,R424,203
07.07.20,43695,681,Repayment,R425,204
30.09.25,465190,737,Repayment,R426,205
29.02.20,124304.5,334,Repayment,R427,206
07.04.20,34548.25,79,Repayment,R428,207
21.06.20,72183,529,Repayment,R429,208
11.05.20,159269.33,721,Repayment,R430,209
12.03.20,64293.4,738,Repayment,R431,210
17.06.20,126625.67,921,Repayment,R432,211
31.05.20,93656.5,46,Repayment,R433,212
09.03.20,145602,321,Repayment,R434,213
16.08.20,34466,907,Repayment,R435,214
15.06.20,76729.4,171,Repayment,R436,215
10.06.20,62297.2,112,Repayment,R437,216
29.04.20,112879,625,Repayment,R438,217
29.07.21,54501.4,223,Repayment,R439,529
05.11.24,141356.5,904,Repayment,R440,530
24.02.22,425973,853,Repayment,R441,543
16.12.22,58084.5,779,Repayment,R442,544
22.11.21,146578,196,Repayment,R443,555
11.11.21,128728.67,361,Repayment,R444,562
04.08.21,99765.4,84,Repayment,R445,571
11.11.21,155781.33,548,Repayment,R446,581
29.11.21,45170.25,237,Repayment,R447,591
03.10.21,112797,272,Repayment,R448,603
17.12.21,198823,570,Repayment,R449,819
07.10.21,144595.33,32,Repayment,R450,825
11.01.22,83560.25,331,Repayment,R451,830
20.02.22,92136,243,Repayment,R452,835
09.03.22,7313.75,841,Repayment,R453,862
12.03.22,47280.6,266,Repayment,R454,873
11.03.22,89333,667,Repayment,R455,883
08.02.22,136165.5,734,Repayment,R456,907
11.11.21,69634.6,94,Repayment,R457,908
10.01.22,89025.2,989,Repayment,R458,909
30.12.21,52911.4,503,Repayment,R459,934
27.02.22,384042,126,Repayment,R460,935
10.05.22,185402,39,Repayment,R461,958
13.02.22,59426.75,125,Repayment,R462,959
21.01.22,130640.5,900,Repayment,R463,982
28.11.21,119776.25,271,Repayment,R464,983
16.01.22,24395.33,874,Repayment,R465,846
15.11.21,43086.75,846,Repayment,R466,847
15.02.22,434756,164,Repayment,R467,848
08.07.20,56991.5,490,Repayment,R468,218
25.07.20,84646.2,599,Repayment,R469,219
29.10.20,225570.5,158,Repayment,R470,220
30.06.20,74413.6,671,Repayment,R471,221
07.06.20,179849,880,Repayment,R472,222
18.09.20,182803.5,428,Repayment,R473,223
29.01.22,77104,833,Repayment,R474,224
14.11.20,30332.5,612,Repayment,R475,225
01.06.20,174661.5,580,Repayment,R476,226
26.06.20,103060,946,Repayment,R477,227
20.08.20,27183.67,104,Repayment,R478,228
25.08.20,26323.8,827,Repayment,R479,229
15.07.20,57569.25,807,Repayment,R480,230
23.08.21,220379,151,Repayment,R481,231
03.01.21,275680,731,Repayment,R482,232
22.05.20,110293.75,964,Repayment,R483,233
15.11.20,419247,917,Repayment,R484,234
18.09.20,132325.5,80,Repayment,R485,235
07.01.21,137868,217,Repayment,R486,236
05.09.20,80430.8,110,Repayment,R487,237
15.08.20,118903.5,106,Repayment,R488,238
06.08.20,482592,995,Repayment,R489,239
02.09.20,175391.5,605,Repayment,R490,240
18.06.20,76770,277,Repayment,R491,241
12.02.21,132663,986,Repayment,R492,242
10.04.21,441060,549,Repayment,R493,243
02.07.20,37670.75,897,Repayment,R494,244
15.11.20,16537.2,884,Repayment,R495,245
22.09.20,114834.67,680,Repayment,R496,246
26.05.20,148997,57,Repayment,R497,247
02.06.21,409606,715,Repayment,R498,248
14.10.22,128272.5,600,Repayment,R499,249
04.09.20,160211.67,622,Repayment,R500,250
12.08.20,164255,901,Repayment,R501,251
25.07.20,29413.8,911,Repayment,R502,252
31.05.21,322994,258,Repayment,R503,253
19.10.20,74849,623,Repayment,R504,254
21.01.23,50316.5,569,Repayment,R505,255
12.09.20,51142.5,581,Repayment,R506,256
04.02.22,51960,936,Repayment,R507,910
15.02.22,101543.25,560,Repayment,R508,911
27.11.22,81987,840,Repayment,R509,936
06.12.21,2786,755,Repayment,R510,937
27.01.22,78095.25,166,Repayment,R511,960
27.01.22,27376.67,753,Repayment,R512,961
21.05.22,248192.5,280,Repayment,R513,984
27.01.22,122711,418,Repayment,R514,985
30.10.25,156551.5,914,Repayment,R515,986
21.04.22,242267,864,Repayment,R516,995
08.02.22,239402.5,830,Repayment,R517,996
23.09.20,87891.33,866,Repayment,R518,257
15.10.20,185552.5,163,Repayment,R519,258
21.08.20,230108.5,189,Repayment,R520,259
23.07.23,174350,760,Repayment,R521,260
26.09.20,111118.25,232,Repayment,R522,261
15.09.20,240913,14,Repayment,R523,262
03.01.21,234850,320,Repayment,R524,263
30.08.20,78969.2,111,Repayment,R525,264
14.01.21,249243.5,342,Repayment,R526,265
18.12.20,88270.33,879,Repayment,R527,266
02.08.21,20139,157,Repayment,R528,531
03.11.21,247513,679,Repayment,R529,532
09.02.28,320006,804,Repayment,R530,545
23.09.21,17467.5,389,Repayment,R531,546
12.01.22,162601,155,Repayment,R532,556
03.09.21,143573,899,Repayment,R533,563
01.11.21,64403,514,Repayment,R534,572
16.11.21,96205.25,961,Repayment,R535,582
22.08.21,10005.2,416,Repayment,R536,592
21.10.21,117215.33,198,Repayment,R537,604
21.10.20,32540,261,Repayment,R538,267
01.12.20,116448,614,Repayment,R539,268
04.09.20,53988.4,330,Repayment,R540,269
22.10.20,43780.5,803,Repayment,R541,270
01.09.20,54932.25,128,Repayment,R542,271
16.11.20,329641,89,Repayment,R543,272
14.10.20,24946.33,905,Repayment,R544,273
22.01.21,284983,745,Repayment,R545,274
26.12.20,167157.5,210,Repayment,R546,275
23.10.20,100384.75,505,Repayment,R547,276
28.07.20,98047.5,656,Repayment,R548,277
02.09.20,4939.2,513,Repayment,R549,278
17.08.20,25880,88,Repayment,R550,279
19.08.21,325527,575,Repayment,R551,280
12.10.20,123272.5,259,Repayment,R552,281
10.09.20,84362,777,Repayment,R553,282
19.11.20,42037,996,Repayment,R554,283
11.10.20,45250.67,742,Repayment,R555,284
15.12.20,3482,984,Repayment,R556,285
20.04.21,236948,941,Repayment,R557,286
04.08.20,137257,724,Repayment,R558,287
13.12.21,266469,639,Repayment,R559,288
09.10.20,31480.8,401,Repayment,R560,289
08.12.21,264352,725,Repayment,R561,290
18.12.20,73763.75,788,Repayment,R562,291
11.10.20,161821.5,743,Repayment,R563,292
12.11.20,19523.75,311,Repayment,R564,293
16.09.21,237447,462,Repayment,R565,294
28.01.22,69964.4,140,Repayment,R566,295
12.09.20,24110,636,Repayment,R567,296
25.01.21,168557.5,267,Repayment,R568,297
13.11.20,84385,819,Repayment,R569,298
09.12.20,145490,86,Repayment,R570,299
25.03.21,246608,637,Repayment,R571,300
24.12.22,32081,228,Repayment,R572,301
04.01.21,65956,790,Repayment,R573,302
18.02.21,192952,102,Repayment,R574,303
03.02.22,119814.5,728,Repayment,R575,912
28.10.21,215925.5,440,Repayment,R576,913
22.01.22,119493.75,591,Repayment,R577,938
06.10.22,74738,144,Repayment,R578,939
18.10.21,11805.2,366,Repayment,R579,962
03.01.22,32920.75,969,Repayment,R580,963
13.02.22,274855,2,Repayment,R581,987
24.11.21,68648.4,329,Repayment,R582,988
02.12.21,124641.33,143,Repayment,R583,989
10.01.22,64198.4,4,Repayment,R584,997
27.05.22,51137,242,Repayment,R585,998
01.12.20,130211.67,595,Repayment,R586,304
12.01.21,173868,304,Repayment,R587,305
16.09.20,8374.2,421,Repayment,R588,306
15.12.20,36811.4,1000,Repayment,R589,307
19.03.21,46827.5,860,Repayment,R590,308
22.11.20,5260.67,778,Repayment,R591,309
15.01.21,57172.8,792,Repayment,R592,310
27.03.21,127939.33,191,Repayment,R593,311
19.11.20,84752.5,222,Repayment,R594,312
20.03.21,100146.5,20,Repayment,R595,313
16.04.21,93784.67,740,Repayment,R596,314
29.11.20,150905,482,Repayment,R597,315
25.05.21,96018.67,442,Repayment,R598,316
03.04.21,95448.33,519,Repayment,R599,317
11.11.20,68825.2,927,Repayment,R600,318
11.02.21,37772.33,49,Repayment,R601,319
04.02.21,46319,363,Repayment,R602,320
22.04.21,45639.33,265,Repayment,R603,321
06.09.22,65384.75,437,Repayment,R604,322
26.12.20,29660.75,240,Repayment,R605,323
24.11.20,155822.33,501,Repayment,R606,324
13.10.20,71428.8,733,Repayment,R607,325
11.02.21,117056.75,339,Repayment,R608,326
04.11.20,10005.67,17,Repayment,R609,327
01.03.22,428273,762,Repayment,R610,328
27.07.22,85322,116,Repayment,R611,329
05.03.21,71319.33,511,Repayment,R612,330
10.11.20,50788.6,83,Repayment,R613,331
08.03.21,86377.67,696,Repayment,R614,332
04.11.21,25464,114,Repayment,R615,333
14.07.21,342377,107,Repayment,R616,334
25.04.23,234199.5,507,Repayment,R617,335
07.02.21,246797,65,Repayment,R618,336
13.11.21,48306.6,767,Repayment,R619,573
11.10.21,74534,294,Repayment,R620,583
11.11.21,35774.75,963,Repayment,R621,593
08.02.22,162327.5,708,Repayment,R622,605
31.07.21,10459.4,949,Repayment,R623,606
29.07.24,187466,538,Repayment,R624,613
30.10.21,109396.25,702,Repayment,R625,621
17.11.21,54039,644,Repayment,R626,622
04.12.21,81554,630,Repayment,R627,623
17.11.21,58492.75,732,Repayment,R628,629
22.10.21,91572.25,485,Repayment,R629,635
07.05.22,132994.5,834,Repayment,R630,636
21.10.21,61075,574,Repayment,R631,643
24.11.21,138533.33,968,Repayment,R632,644
27.06.22,42983.25,212,Repayment,R633,651
02.01.22,42283,172,Repayment,R634,652
25.01.22,61466.75,77,Repayment,R635,661
16.10.21,56818.2,495,Repayment,R636,662
27.10.21,89723.6,34,Repayment,R637,663
31.10.23,106868,646,Repayment,R638,671
14.03.22,42635,735,Repayment,R639,741
18.11.21,24850.25,403,Repayment,R640,742
28.11.21,98756.4,414,Repayment,R641,751
29.05.22,155014,187,Repayment,R642,757
15.07.22,99215.8,861,Repayment,R643,763
16.03.22,126004,832,Repayment,R644,769
11.05.22,233847,262,Repayment,R645,773
10.02.22,26527.33,340,Repayment,R646,774
12.05.22,383970,257,Repayment,R647,779
04.12.21,150594,115,Repayment,R648,780
06.10.21,291832,877,Repayment,R649,701
28.12.21,82488.5,975,Repayment,R650,709
01.06.22,125928.5,547,Repayment,R651,710
30.12.21,172552,415,Repayment,R652,717
15.08.22,316427,71,Repayment,R653,718
28.01.22,108319.67,68,Repayment,R654,725
02.02.22,321604,658,Repayment,R655,726
25.12.21,47266,741,Repayment,R656,733
09.01.23,401151,878,Repayment,R657,734
18.01.22,43579,234,Repayment,R658,743
18.12.21,151004,435,Repayment,R659,744
28.08.21,37943.2,858,Repayment,R660,752
12.10.21,26357,351,Repayment,R661,758
01.03.25,485078,297,Repayment,R662,764
22.09.21,56391.8,436,Repayment,R663,770
03.04.21,94557.8,285,Repayment,R664,337
10.12.21,243247,249,Repayment,R665,338
21.06.22,247404,206,Repayment,R666,339
16.06.21,41011.5,199,Repayment,R667,340
25.12.20,79352,365,Repayment,R668,341
12.03.21,83900,673,Repayment,R669,342
22.02.21,249632.5,895,Repayment,R670,343
22.05.21,212179,894,Repayment,R671,344
18.10.21,492447,948,Repayment,R672,345
10.08.21,167224,843,Repayment,R673,346
29.09.21,73955,516,Repayment,R674,347
05.02.21,74804.6,660,Repayment,R675,348
03.04.21,75992.8,947,Repayment,R676,349
20.01.21,61264,976,Repayment,R677,350
10.08.21,325597,127,Repayment,R678,351
11.10.25,94412,333,Repayment,R679,352
29.10.21,158902,729,Repayment,R680,745
08.12.21,7736.5,463,Repayment,R681,746
16.10.21,95246.4,619,Repayment,R682,753
11.02.22,46180,190,Repayment,R683,759
17.03.22,177439,268,Repayment,R684,765
26.03.22,167646.5,319,Repayment,R685,771
02.02.22,248070,609,Repayment,R686,775
05.02.22,36227.5,269,Repayment,R687,776
06.06.22,314353,978,Repayment,R688,781
01.01.22,59969.75,275,Repayment,R689,782
17.02.21,24691,358,Repayment,R690,353
14.01.25,188355,15,Repayment,R691,354
02.05.21,61863.25,75,Repayment,R692,355
05.06.21,161443.5,364,Repayment,R693,356
10.06.21,180968.5,471,Repayment,R694,357
13.05.21,69858,204,Repayment,R695,358
02.01.22,5446.5,355,Repayment,R696,533
28.12.21,128512.5,229,Repayment,R697,534
23.07.21,29307,992,Repayment,R698,547
02.01.22,86949,423,Repayment,R699,548
15.08.21,63238.2,692,Repayment,R700,557
08.03.22,68189.5,942,Repayment,R701,564
05.01.22,62839.33,604,Repayment,R702,574
21.11.21,54649.25,959,Repayment,R703,584
14.02.22,214913,999,Repayment,R704,594
27.12.21,123369,977,Repayment,R705,607
16.04.21,73543,301,Repayment,R706,359
03.05.21,146319,675,Repayment,R707,360
23.08.22,138210.33,784,Repayment,R708,361
03.12.21,57789,60,Repayment,R709,362
22.03.21,94654.4,108,Repayment,R710,363
31.08.21,231906,404,Repayment,R711,364
11.05.21,61749.25,459,Repayment,R712,365
09.04.21,154622.67,474,Repayment,R713,366
26.07.21,124547.33,120,Repayment,R714,367
28.04.21,122261.75,863,Repayment,R715,368
09.03.21,52652,35,Repayment,R716,369
12.07.21,106878.25,910,Repayment,R717,370
22.08.21,16702,651,Repayment,R718,371
11.03.21,81597.5,700,Repayment,R719,372
03.05.21,18099,633,Repayment,R720,373
27.05.21,24003.8,335,Repayment,R721,374
14.09.22,44827,479,Repayment,R722,375
12.06.21,116994,450,Repayment,R723,376
24.05.21,68793.8,153,Repayment,R724,377
22.06.21,85448.33,852,Repayment,R725,378
24.12.21,243824,475,Repayment,R726,379
13.07.21,55683.2,468,Repayment,R727,380
12.06.21,61042,587,Repayment,R728,381
27.04.21,103954.5,652,Repayment,R729,382
02.04.22,462054,952,Repayment,R730,383
16.06.21,95473.8,956,Repayment,R731,384
07.08.21,152392.5,287,Repayment,R732,385
21.05.21,45298.5,517,Repayment,R733,386
03.05.21,94542.8,657,Repayment,R734,387
05.08.22,115042.5,744,Repayment,R735,388
30.05.21,36414.25,528,Repayment,R736,389
06.01.22,72576,419,Repayment,R737,390
12.04.21,189598.5,592,Repayment,R738,391
22.10.21,452350,522,Repayment,R739,392
16.04.22,189597,226,Repayment,R740,393
07.04.21,27502,551,Repayment,R741,394
29.06.21,80173,458,Repayment,R742,395
03.06.21,123301.25,793,Repayment,R743,396
20.05.21,55348.2,40,Repayment,R744,397
04.05.21,41221.6,433,Repayment,R745,398
26.03.22,50325,596,Repayment,R746,399
18.01.22,338871,370,Repayment,R747,400
01.06.21,135664.67,100,Repayment,R748,401
16.03.22,4134.8,30,Repayment,R749,402
23.12.21,95728.2,378,Repayment,R750,403
18.04.21,33281.67,691,Repayment,R751,404
29.05.21,54832,497,Repayment,R752,405
10.04.22,252236,174,Repayment,R753,406
26.04.21,40921.2,521,Repayment,R754,407
19.08.21,43715,487,Repayment,R755,408
18.06.21,92322.25,387,Repayment,R756,409
23.08.21,119257.67,752,Repayment,R757,410
28.07.21,102204.33,173,Repayment,R758,411
29.03.21,161764.67,697,Repayment,R759,412
29.07.21,110041,224,Repayment,R760,413
20.06.21,29704.33,857,Repayment,R761,414
25.02.22,30970,582,Repayment,R762,415
26.11.22,113305,371,Repayment,R763,416
25.11.21,139059.5,161,Repayment,R764,417
13.06.21,227609.5,749,Repayment,R765,418
03.08.21,39537.5,218,Repayment,R766,419
11.06.21,98597.33,149,Repayment,R767,420
06.05.21,76894.4,994,Repayment,R768,421
23.05.21,45464.4,491,Repayment,R769,422
16.07.21,66489,957,Repayment,R770,423
20.08.21,204600.5,91,Repayment,R771,424
11.06.21,16357.8,713,Repayment,R772,425
20.07.21,62357,603,Repayment,R773,426
22.06.21,3259.2,766,Repayment,R774,427
10.06.21,82138.4,912,Repayment,R775,428
18.06.21,118639,849,Repayment,R776,429
22.06.21,97810,931,Repayment,R777,430
12.05.21,111545,685,Repayment,R778,431
23.04.21,417253,302,Repayment,R779,432
18.07.21,50014.5,162,Repayment,R780,433
21.03.22,387855,610,Repayment,R781,434
18.10.21,12287.5,835,Repayment,R782,435
07.10.21,32926.67,564,Repayment,R783,436
15.12.22,162763.67,231,Repayment,R784,437
24.06.21,73527.2,966,Repayment,R785,438
27.09.21,157060,381,Repayment,R786,439
21.06.21,152990,588,Repayment,R787,440
23.10.22,404506,586,Repayment,R788,441
10.05.24,201553,747,Repayment,R789,442
19.03.22,65277,525,Repayment,R790,443
18.08.22,21720,786,Repayment,R791,444
30.09.21,304088,244,Repayment,R792,445
29.07.21,129992.5,664,Repayment,R793,446
30.05.21,108227,918,Repayment,R794,447
01.01.22,468214,993,Repayment,R795,448
06.03.24,112580,368,Repayment,R796,449
11.08.21,58297,632,Repayment,R797,450
28.08.21,31905,602,Repayment,R798,451
16.10.21,124973,508,Repayment,R799,452
20.09.21,112475,216,Repayment,R800,453
07.04.22,349470,38,Repayment,R801,454
21.08.21,126341.67,469,Repayment,R802,455
10.11.22,396039,42,Repayment,R803,456
16.09.22,456544,701,Repayment,R804,457
20.07.21,82660.6,274,Repayment,R805,458
21.10.21,144112,583,Repayment,R806,535
11.08.21,66292.33,855,Repayment,R807,536
25.08.21,54179.8,73,Repayment,R808,549
21.11.21,79230.8,375,Repayment,R809,550
11.05.23,79651.33,483,Repayment,R810,558
22.11.21,20260.33,869,Repayment,R811,565
09.05.23,22935.33,452,Repayment,R812,575
18.12.22,65829,207,Repayment,R813,585
18.12.22,120620,615,Repayment,R814,595
17.01.23,165795,406,Repayment,R815,608
21.08.21,81096.25,63,Repayment,R816,459
29.11.21,98762,683,Repayment,R817,460
30.08.21,65585.75,556,Repayment,R818,461
14.07.21,121233.25,449,Repayment,R819,462
01.09.21,20419.2,29,Repayment,R820,463
09.01.22,92321,973,Repayment,R821,464
24.10.21,228431.5,145,Repayment,R822,465
12.08.21,70047.4,836,Repayment,R823,466
01.11.22,52886,851,Repayment,R824,467
09.09.22,214243,160,Repayment,R825,468
11.08.21,154159.67,282,Repayment,R826,469
19.08.21,42578.2,417,Repayment,R827,470
25.06.21,54971.4,962,Repayment,R828,471
09.10.21,98127.67,325,Repayment,R829,472
22.07.21,58142.8,118,Repayment,R830,473
14.07.21,55813.25,601,Repayment,R831,474
07.09.21,57826.25,322,Repayment,R832,475
29.09.21,97513,300,Repayment,R833,476
26.03.22,385778,400,Repayment,R834,477
30.07.21,79048.75,750,Repayment,R835,478
15.09.21,129184,785,Repayment,R836,479
13.09.21,111635.5,865,Repayment,R837,480
01.07.21,19473.8,52,Repayment,R838,481
14.01.22,84464,205,Repayment,R839,482
12.10.21,143307.5,678,Repayment,R840,483
08.08.21,227995.5,756,Repayment,R841,484
09.07.21,55061.33,593,Repayment,R842,485
10.07.21,16334.5,872,Repayment,R843,486
26.06.21,488939,837,Repayment,R844,487
11.10.21,65262,848,Repayment,R845,488
24.11.21,71973,824,Repayment,R846,489
20.09.21,93249.33,988,Repayment,R847,490
29.09.21,224495,354,Repayment,R848,491
28.06.21,44561.75,972,Repayment,R849,492
06.06.21,90078.5,765,Repayment,R850,493
11.05.27,159769,293,Repayment,R851,494
09.11.21,74374,346,Repayment,R852,495
05.11.21,249756,453,Repayment,R853,496
23.11.21,165972,500,Repayment,R854,497
21.06.21,42987.2,284,Repayment,R855,498
06.09.21,109089.5,690,Repayment,R856,499
10.09.21,116043,248,Repayment,R857,500
07.11.21,164797,512,Repayment,R858,501
17.08.21,37544.5,43,Repayment,R859,502
31.10.21,94917.8,782,Repayment,R860,503
08.11.21,70921.4,11,Repayment,R861,504
30.09.21,147422.33,203,Repayment,R862,505
20.09.21,12667.8,565,Repayment,R863,506
13.01.22,32146,147,Repayment,R864,507
24.01.22,90512,882,Repayment,R865,508
22.09.21,48104.6,526,Repayment,R866,509
12.07.23,82416.25,183,Repayment,R867,510
29.10.21,84773,31,Repayment,R868,511
06.08.23,2970.75,431,Repayment,R869,512
19.07.21,156930.5,572,Repayment,R870,513
25.11.21,70620.25,167,Repayment,R871,514
18.10.22,145219.33,550,Repayment,R872,515
07.09.21,165681.67,55,Repayment,R873,516
21.12.21,94468.4,359,Repayment,R874,517
29.11.21,181454,81,Repayment,R875,518
05.06.22,197249,772,Repayment,R876,519
20.02.22,93270.5,672,Repayment,R877,520
01.09.21,121623.5,45,Repayment,R878,521
20.10.21,69292,758,Repayment,R879,522
22.08.21,19227.5,336,Repayment,R880,523
02.01.22,153547,109,Repayment,R881,524
03.11.22,46550,377,Repayment,R882,537
29.09.21,137454.5,103,Repayment,R883,538
12.09.21,84135.8,844,Repayment,R884,551
12.11.21,104926,105,Repayment,R885,552
13.09.21,134246.33,641,Repayment,R886,559
30.01.24,74737.67,781,Repayment,R887,566
11.11.21,55247.5,152,Repayment,R888,576
11.12.21,241124.5,392,Repayment,R889,586
02.11.28,477427,881,Repayment,R890,596
03.10.21,116722,887,Repayment,R891,609
18.02.22,67037.33,798,Repayment,R892,610
13.08.21,36604.2,93,Repayment,R893,614
28.07.22,173245,555,Repayment,R894,624
23.03.22,129103,26,Repayment,R895,625
25.02.22,335221,478,Repayment,R896,626
14.01.22,141305,315,Repayment,R897,630
16.09.21,202905.5,438,Repayment,R898,637
12.12.21,91793,757,Repayment,R899,638
22.11.21,8758.33,997,Repayment,R900,645
22.10.21,72993.75,134,Repayment,R901,646
04.07.23,58618,773,Repayment,R902,653
13.09.21,6199,594,Repayment,R903,654
04.12.21,19684,862,Repayment,R904,664
08.07.22,14430.8,470,Repayment,R905,665
30.01.22,53809,748,Repayment,R906,666
07.02.22,135441.5,461,Repayment,R907,672
29.12.21,18454.5,524,Repayment,R908,673
28.11.21,180123,539,Repayment,R909,678
26.11.21,54437.6,607,Repayment,R910,679
17.09.21,86804.33,945,Repayment,R911,684
05.03.22,11222,343,Repayment,R912,685
13.04.22,115943,384,Repayment,R913,688
08.12.21,149423,380,Repayment,R914,691
01.04.22,292406,754,Repayment,R915,694
21.12.21,73819,545,Repayment,R916,702
09.11.21,98687,684,Repayment,R917,703
07.04.22,98661.8,613,Repayment,R918,704
27.07.22,41200.2,718,Repayment,R919,711
24.06.22,313081,250,Repayment,R920,712
25.10.21,12885,6,Repayment,R921,719
02.02.22,235571.5,492,Repayment,R922,720
02.04.23,43411.2,345,Repayment,R923,727
07.01.22,72003,464,Repayment,R924,728
25.01.22,28810,409,Repayment,R925,735
03.11.22,91705.75,390,Repayment,R926,736
15.12.21,100700.33,239,Repayment,R927,747
21.12.21,389585,426,Repayment,R928,748
29.11.21,41817,27,Repayment,R929,754
30.11.21,209184.5,430,Repayment,R930,760
28.01.23,14890.6,589,Repayment,R931,766
13.06.23,12612,238,Repayment,R932,772
18.09.21,4378.2,629,Repayment,R933,777
16.11.21,128802.5,815,Repayment,R934,778
20.01.22,42297,279,Repayment,R935,783
01.07.22,113967.5,709,Repayment,R936,784
19.11.21,75723.2,854,Repayment,R937,785
19.10.21,123126,553,Repayment,R938,786
10.11.21,66774.2,662,Repayment,R939,787
15.02.22,143356.5,930,Repayment,R940,788
23.12.21,103535.67,704,Repayment,R941,789
17.11.21,69364.5,736,Repayment,R942,790
